kHz:75;Time(UTC):93;Days:59;ITU:49;Station:201;Lng:49;Target:62;Remarks:135;P:35;Start:60;Stop:60;
13845;1500-1600;Sa;USA;WWCR 3 Nashville, TN;E;NAm;n;0;;
13845;1600-1700;SaSu;USA;WWCR 3 Nashville, TN;E;NAm;n;0;;
13850;0900-1100;;CHN;China Radio Int.;M;SEA;b;0;;
13855;1300-1400;;CHN;China Radio Int.;M;Eu;ka;0;;
13855;1218-1330;;DNK;OXT Copenhagen Met Fax;;Eu;co;1;;
13855;1803-1825;;DNK;OXT Copenhagen Met Fax;;Eu;co;1;;
13860;1500-1600;;CHN;China Radio Int.;R;EEu;s;0;;
13860;1600-1700;;CHN;China Radio Int.;R;EEu;s;0;;
13860;0230-0400;;USA;Radio Farda;FS;IRN;/THA-u;6;0406;3010
13860;0230-0930;;USA;Radio Farda;FS;IRN;/D-L;6;2703;0306
13860;0400-0930;;USA;Radio Farda;FS;IRN;/D-L;6;0406;3010
13860;1730-1800;Mo-Fr;USA;Voice of America;OO;EAf;/THA-u;0;;
13860;1800-1900;;USA;Voice of America;AH;EAf;/G-w;0;;
13860;1900-1930;Mo-Fr;USA;Voice of America;TIG;EAf;/UAE;0;;
13870;2130-1800;;CHN;CNR1 Jammer/Firedrake;M;CHN;;1;;[1215]
13870;1100-1400;;TWN;Sound of Hope;M;FE;;1;;
13870;1400-1500;;TWN;Sound of Hope;M;FE;;1;;
13870;1500-1600;;TWN;Sound of Hope;M;FE;;1;;
13870;1600-1700;;TWN;Sound of Hope;M;FE;;1;;
13870;1700-1800;;TWN;Sound of Hope;M;FE;;1;;
13870;2130-2300;;TWN;Sound of Hope;M;FE;;1;;
13870;2300-1100;;TWN;Sound of Hope;M;FE;;1;;[1215]
13873;1045-1055;Tu,We;POL;E11 Polish Spy Numbers;E;;p;1;0105;3108[0815]
13882.5;0430-1400;;D;DWD Pinneberg Met Fax;;Eu;pi;1;;
13882.5;1520-1630;;D;DWD Pinneberg Met Fax;;Eu;pi;1;;
13882.5;1800-2230;;D;DWD Pinneberg Met Fax;;Eu;pi;1;;
13890;2300-1100;;CHN;CNR1 Jammer/Firedrake;M;CHN;xz;1;;
13890;2300-1100;;TWN;Sound of Hope;M;FE;;1;;
13900;0040-0140;;TWN;BMF Taipei Meteo Fax;;FE;;1;;
13900;0305-0550;;TWN;BMF Taipei Meteo Fax;;FE;;1;;
13900;0700-0740;;TWN;BMF Taipei Meteo Fax;;FE;;1;;
13900;0905-1030;;TWN;BMF Taipei Meteo Fax;;FE;;1;;
13900;1300-1340;;TWN;BMF Taipei Meteo Fax;;FE;;1;;
13900;1505-1740;;TWN;BMF Taipei Meteo Fax;;FE;;1;;
13900;1900-1940;;TWN;BMF Taipei Meteo Fax;;FE;;1;;
13900;2050-2230;;TWN;BMF Taipei Meteo Fax;;FE;;1;;
13920;0015-0215;;AUS;VMC Charleville Met Fax;;Oc;c;1;;
13920;0245-0330;;AUS;VMC Charleville Met Fax;;Oc;c;1;;
13920;0400-0500;;AUS;VMC Charleville Met Fax;;Oc;c;1;;
13920;0600-0700;;AUS;VMC Charleville Met Fax;;Oc;c;1;;
13920;0730-0815;;AUS;VMC Charleville Met Fax;;Oc;c;1;;
13920;0830-0945;;AUS;VMC Charleville Met Fax;;Oc;c;1;;
13920;1015-1730;;AUS;VMC Charleville Met Fax;;Oc;c;1;;
13920;1800-1845;;AUS;VMC Charleville Met Fax;;Oc;c;1;;
13920;1915-2045;;AUS;VMC Charleville Met Fax;;Oc;c;1;;
13920;2215-2400;;AUS;VMC Charleville Met Fax;;Oc;c;1;;
13920;2300-1400;;CHN;CNR1 Jammer/Firedrake;M;CHN;xz;1;;[0716]
13920;1100-1400;;TWN;Sound of Hope;M;FE;;1;;
13920;2300-1100;;TWN;Sound of Hope;M;FE;;1;;[0516]
13980;2300-1500;;CHN;CNR1 Jammer/Firedrake;M;CHN;f;1;;[1215]
13980.2;1100-1400;;TWN;Sound of Hope;M;FE;;1;;
13980.2;1400-1500;;TWN;Sound of Hope;M;FE;;1;;
13980.2;2300-1100;;TWN;Sound of Hope;M;FE;;1;;
13988.5;0000-2400;;J;JMH Japan Meteo Fax;;FE;k;1;;
14080;0600-0610;Tu;RUS;S06 Russian Spy Numbers;R;RUS;xx;1;0103;3004[0314]
14080;0600-0610;Tu;RUS;S06 Russian Spy Numbers;R;RUS;xx;1;0109;3110
14212;1210-1220;Th;RUS;S06 Russian Spy Numbers;R;RUS;xx;1;0103;3004[0414]
14212;1210-1220;Th;RUS;S06 Russian Spy Numbers;R;RUS;xx;1;0109;3110[1014]
14240;0610-0620;Tu;RUS;S06 Russian Spy Numbers;R;RUS;xx;1;0111;2802[1114]
14280;1010-1020;We;RUS;S06 Russian Spy Numbers;R;RUS;xx;1;0111;2802[0216]
14365;0000-2400;;CHN;BAF Beijing Meteo Fax;;FE;bm;1;;
14370;2300-1500;;CHN;CNR1 Jammer/Firedrake;M;CHN;;1;;[0514]
14370;1100-1400;;TWN;Sound of Hope;M;FE;;1;;
14370;1400-1500;;TWN;Sound of Hope;M;FE;;1;;
14370;2300-1100;;TWN;Sound of Hope;M;FE;;1;;
14373;0800-0810;Tu;RUS;S06 Russian Spy Numbers;R;RUS;xx;1;0105;3108[0515]
14375;0554-0650;246;CUB;Cuban Spy Numbers;S;Am;;1;;[0415]
14410;1110-1120;Mo,Fr;POL;E11 Polish Spy Numbers;E;;p;1;0111;2802[1114]
14430;2130-1700;;CHN;CNR1 Jammer/Firedrake;M;CHN;;1;;[0815]
14430;1100-1400;;TWN;Sound of Hope;M;FE;;1;;
14430;1400-1500;;TWN;Sound of Hope;M;FE;;1;;
14430;1500-1600;;TWN;Sound of Hope;M;FE;;1;;
14430;1600-1700;;TWN;Sound of Hope;M;FE;;1;;
14430;2130-2300;;TWN;Sound of Hope;M;FE;;1;;
14430;2300-1100;;TWN;Sound of Hope;M;FE;;1;;[1215]
14467.3;0000-2400;;D;DDH8 DWD Pinneberg RTTY;E;Eu;pi;1;;
14500;2300-1600;;CHN;CNR1 Jammer/Firedrake;M;CHN;;1;;
14500;1100-1400;;TWN;Sound of Hope;M;FE;;1;;
14500;1400-1500;;TWN;Sound of Hope;M;FE;;1;;
14500;1500-1600;;TWN;Sound of Hope;M;FE;;1;;
14500;2300-1100;;TWN;Sound of Hope;M;FE;;1;;[1215]
14505;1010-1020;We;RUS;S06 Russian Spy Numbers;R;RUS;xx;1;0103;3004[0416]
14505;1010-1020;We;RUS;S06 Russian Spy Numbers;R;RUS;xx;1;0109;3110[1014]
14518;1810-1820;Tu,Sa;POL;E11 Polish Spy Numbers;E;;p;1;0105;3108[0815]
14525;0500-0510;Th,Fr;RUS;E06 Russian Spy Numbers;E;RUS;xx;1;0108;3108[0814]
14535;1210-1220;Th;RUS;S06 Russian Spy Numbers;R;RUS;xx;1;0105;3108[0616]
14565;0500-0510;Th,Fr;RUS;E06 Russian Spy Numbers;E;RUS;xx;1;0105;3105[0515]
14575;0745-0755;Tu,Th;POL;E11 Polish Spy Numbers;E;;p;1;0103;3004[0414]
14575;0745-0755;Tu,Th;POL;E11 Polish Spy Numbers;E;;p;1;0109;3110[1014]
14580;0900-0910;Mo;RUS;S06 Russian Spy Numbers;R;RUS;xx;1;0103;3004[0414]
14580;0900-0910;Mo;RUS;S06 Russian Spy Numbers;R;RUS;xx;1;0109;3110[1014]
14580;1000-1010;We;RUS;S06 Russian Spy Numbers;R;RUS;xx;1;0105;3108[0715]
14600;2300-1500;;CHN;CNR1 Jammer/Firedrake;M;CHN;;1;;
14600.2;1100-1400;;TWN;Sound of Hope;M;FE;;1;;
14600.2;1400-1500;;TWN;Sound of Hope;M;FE;;1;;
14600.2;2300-1100;;TWN;Sound of Hope;M;FE;;1;;[1215]
14670;0000-2400;;CAN;CHU Ottawa;-TS;NAm;o;1;;
14675;0900-0910;Mo;RUS;S06 Russian Spy Numbers;R;RUS;xx;1;0111;2802[1214]
14700;2130-1600;;CHN;CNR1 Jammer/Firedrake;M;CHN;;1;;[0715]
14700;1100-1400;;TWN;Sound of Hope;M;FE;;1;;
14700;1400-1500;;TWN;Sound of Hope;M;FE;;1;;
14700;1500-1600;;TWN;Sound of Hope;M;FE;;1;;
14700;2130-2300;;TWN;Sound of Hope;M;FE;;1;;
14700;2300-1100;;TWN;Sound of Hope;M;FE;;1;;
14753;0710-0720;Tu,Fr;POL;E11 Polish Spy Numbers;E;;p;1;0105;3108[0616]
14769;0530-0540;Tu,Sa;POL;E11 Polish Spy Numbers;E;;p;1;0105;3108[0814]
14775;2130-1500;;CHN;CNR1 Jammer/Firedrake;M;CHN;;1;;[0815]
14775;1100-1400;;TWN;Sound of Hope;M;FE;;1;;
14775;1400-1500;;TWN;Sound of Hope;M;FE;;1;;
14775;2130-2300;;TWN;Sound of Hope;M;FE;;1;;
14775;2300-1100;;TWN;Sound of Hope;M;FE;;1;;[1215]
14800;2130-1500;;CHN;CNR1 Jammer/Firedrake;M;CHN;;1;;[0515]
14800;1100-1400;;TWN;Sound of Hope;M;FE;;1;;
14800;1400-1500;;TWN;Sound of Hope;M;FE;;1;;
14800;2130-2300;;TWN;Sound of Hope;M;FE;;1;;
14800;2300-1100;;TWN;Sound of Hope;M;FE;;1;;[1215]
14835;0910-0920;Mo;RUS;S06 Russian Spy Numbers;R;RUS;xx;1;0105;3108[0515]
14865;1705-1715;We,Sa;POL;E11 Polish Spy Numbers;E;;p;1;0105;3108[0815]
14870;2130-1600;;CHN;CNR1 Jammer/Firedrake;M;CHN;;1;;[0915]
14870.1;1100-1400;;TWN;Sound of Hope;M;FE;;1;;
14870.1;1400-1500;;TWN;Sound of Hope;M;FE;;1;;
14870.1;1500-1600;;TWN;Sound of Hope;M;FE;;1;;
14870.1;2130-2300;;TWN;Sound of Hope;M;FE;;1;;
14870.1;2300-1100;;TWN;Sound of Hope;M;FE;;1;;[1215]
14875;0640-0650;Su;RUS;S06 Russian Spy Numbers;R;RUS;xx;1;0105;3108[0814]
14900;2130-1500;;CHN;CNR1 Jammer/Firedrake;M;CHN;;1;;[1215]
14900.2;1100-1400;;TWN;Sound of Hope;M;FE;;1;;
14900.2;1400-1500;;TWN;Sound of Hope;M;FE;;1;;
14900.2;2130-2300;;TWN;Sound of Hope;M;FE;;1;;
14900.2;2300-1100;;TWN;Sound of Hope;M;FE;;1;;
14920;2130-1500;;CHN;CNR1 Jammer/Firedrake;M;CHN;;1;;[0716]
14920;1100-1400;;TWN;Sound of Hope;M;FE;;1;;
14920;1400-1500;;TWN;Sound of Hope;M;FE;;1;;
14920;2130-2300;;TWN;Sound of Hope;M;FE;;1;;
14920;2300-1100;;TWN;Sound of Hope;M;FE;;1;;[1215]
14940;0715-0725;Mo,We;POL;S11 Polish Spy Numbers;R;;p;1;0103;3004[0414]
14940;0715-0725;Mo,We;POL;S11 Polish Spy Numbers;R;;p;1;0109;3110[0914]
14975;0805-0815;We,Su;POL;E11 Polish Spy Numbers;E;;p;1;0105;3108[0715]
14977;0740-0750;We;RUS;S06 Russian Spy Numbers;R;RUS;xx;1;0105;3108[0715]
14980;0100-1600;;CHN;CNR1 Jammer/Firedrake;M;CHN;;1;;[1115]
14980.1;0100-1400;;TWN;Sound of Hope-RFA;M;FE;;1;;
14980.1;1400-1500;;TWN;Sound of Hope-RFA;M;FE;;1;;
14980.1;1500-1600;;TWN;Sound of Hope-RFA;M;FE;;1;;
14996;0000-2400;;RUS;RWM Moscow;-TS;RUS;t;1;;
15000;0100-0900;;CHN;BPM Xian;-TS;CHN;p;1;;
15000;0000-2400;;HWA;WWVH Hawaii (f.ann.);-TS;USA;d;1;;
15000;0000-2400;;I;ItalyCable;-TS;SEu;v;1;;
15000;0000-2400;;USA;WWV Colorado (m.ann.);-TS;USA;fd;1;;
15016;0000-2400;;USA;US Air Force Messages;E;NAm;;1;;
15030;1000-1100;;IND;All India Radio GOS;E;FE;a;1;;
15034;1010-2400;;CAN;Trenton Volmet;E;NAm;tr;1;;[0615]
15040;1145-1315;;IND;All India Radio DIGITAL;M;FE;b;1;;
15040;1215-1330;;IND;All India Radio DIGITAL;TB;FE;b;1;;
15050;1300-1500;;IND;All India Radio GOS;SI;CLN;k;1;;
15070;2030-1700;;CHN;CNR1 Jammer/Firedrake;M;CHN;;1;;[1215]
15070;1100-1400;;TWN;Sound of Hope;M;FE;;1;;
15070;1400-1500;;TWN;Sound of Hope;M;FE;;1;;
15070;1500-1600;;TWN;Sound of Hope;M;FE;;1;;
15070;1600-1700;;TWN;Sound of Hope;M;FE;;1;;[0615]
15070;2030-2130;;TWN;Sound of Hope;M;FE;;1;;
15070;2130-2300;;TWN;Sound of Hope;M;FE;;1;;
15070;2300-1100;;TWN;Sound of Hope;M;FE;;1;;[0616]
15090;0230-0300;;USA;Radio Liberty;PS;IRN;/KWT;0;;
15090;0300-0330;;USA;Radio Liberty;DR;IRN;/KWT;0;;
15090;0330-0430;;USA;Radio Liberty;PS;IRN;/KWT;0;;
15090;0430-0530;;USA;Radio Liberty;DR;IRN;/KWT;0;;
15090;0530-0630;;USA;Radio Liberty;PS;IRN;/KWT;0;;
15090;0630-0730;;USA;Radio Liberty;DR;IRN;/KWT;0;;
15090;0730-0830;;USA;Radio Liberty;PS;IRN;/KWT;0;;
15090;0830-0930;;USA;Radio Liberty;DR;IRN;/KWT;0;;
15090;0930-1030;;USA;Radio Liberty;PS;IRN;/KWT;0;;
15090;1030-1130;;USA;Radio Liberty;DR;IRN;/KWT;0;;
15090;1130-1230;;USA;Radio Liberty;PS;IRN;/KWT;0;;
15090;1230-1330;;USA;Radio Liberty;DR;IRN;/KWT;0;;
15090;1330-1400;;USA;Radio Liberty;PS;IRN;/KWT;0;;
15090;1400-1430;;USA;Radio Liberty;DR;IRN;/KWT;0;;
15090;0030-0100;;USA;VoA Radio Ashna;PS;IRN;/THA-u;0;;
15090;0100-0130;;USA;VoA Radio Ashna;DR;IRN;/THA-u;0;;
15090;0130-0200;;USA;VoA Radio Ashna;PS;IRN;/THA-u;0;;
15090;0200-0230;;USA;VoA Radio Ashna;DR;IRN;/THA-u;0;;
15100;0000-0100;;CHN;China Radio Int.;HK;PHL;b;0;;
15100;0100-0200;;CHN;China Radio Int.;AM;PHL;b;0;;
15100;2300-2400;;CHN;China Radio Int.;CA;PHL;b;0;;
15105;1230-1300;;BGD;Bangladesh Betar;E;SAs;k;1;;
15105;0600-0700;;G;BBC;E;CAf;w;0;;
15105;1800-1830;;G;BBC;F;WAf;/ASC;0;;
15105;1930-2000;;G;BBC;HA;WAf;/ASC;0;;
15105;2000-2030;Fr;G;BBC;HA;WAf;/ASC;0;;
15105;0330-0430;;KRE;Voice of Korea;M;SEA;u;1;;
15105;0430-0530;;KRE;Voice of Korea;F;SEA;u;1;;
15105;0530-0630;;KRE;Voice of Korea;E;SEA;u;1;;
15105;0630-0730;;KRE;Voice of Korea;M;SEA;u;1;;
15105;1557-1627;Mo-Fr;SWZ;Trans World Radio;KiR;EAf;;1;;
15105;1630-1645;;SWZ;Trans World Radio;SO;EAf;/MDA;6;0106;3010
15105;1645-1700;Mo-Sa;SWZ;Trans World Radio;SO;EAf;/MDA;6;0106;3010
15110;0300-0400;;CHN;China Radio Int.;E;SAs;ka;0;;
15110;0400-0500;;CHN;China Radio Int.;M;SAs;ka;0;;
15110;0500-0600;;CHN;China Radio Int.;M;SAs;ka;0;;
15110;1100-1200;;CHN;China Radio Int.;EO;FE;u;0;;
15110;1200-1300;;CHN;China Radio Int.;M;CAs;u;0;;
15110;1500-1515;Sa;GUM;KTWR Trans World Radio;E;SAs;m;1;;
15110;1500-1520;Mo-Fr;GUM;KTWR Trans World Radio;E;SAs;m;1;;
15110;1500-1530;Su;GUM;KTWR Trans World Radio;E;SAs;m;1;;
15110;0130-0230;;USA;Voice of America;BR;SEA;/PHL-t;0;;
15120;0900-1200;;ARS;BSKSA Riad;BE;SAs;;1;;
15120;1200-1500;;ARS;BSKSA Riad;BE;SAs;;8;;
15120;0000-0100;;CHN;China Radio Int.;S;SAm;/CUB;0;;
15120;0300-0400;;CHN;China Radio Int.;E;Sib;b;0;;
15120;0400-0500;;CHN;China Radio Int.;E;Sib;b;0;;
15120;0500-0600;;CHN;China Radio Int.;M;Sib;b;0;;
15120;0600-0700;;CHN;China Radio Int.;M;Sib;b;0;;
15120;0215-0300;;IND;All India Radio GOS;KAN;ME;b;1;;
15120;0315-0415;;IND;All India Radio DIGITAL;HI;ME;b;1;;
15120;0415-0430;;IND;All India Radio DIGITAL;GU;ME;b;1;;
15120;0430-0530;;IND;All India Radio DIGITAL;HI;ME;b;1;;
15120;0315-0530;;IND;Vividh Bharati DIGITAL;HI;ME;b;1;;
15120;0900-1530;irr;NIG;Voice of Nigeria;E;Eu;i;1;;[0216]
15120;1530-1600;irr;NIG;Voice of Nigeria;F;Eu;i;1;;[0216]
15120;1800-1930;irr;NIG;Voice ofNigeria DIGITAL;E;Eu;j;1;;[0716]
15120;1100-1200;;USA;Radio Free Asia;LAO;SEA;/MRA-t;6;2703;2505
15120;1630-1700;Fr;USA;Voice of America;P;SAf;/BOT;6;2703;0206
15120;1630-1700;Fr;USA;Voice of America;P;SAf;g;6;0306;3010
15120;2130-2200;Mo-Fr;USA;Voice of America;BM;WAf;g;0;;
15125;0000-0100;;CHN;China Radio Int.;E;SEA;b;0;;
15125;0100-0200;;CHN;China Radio Int.;E;SEA;b;0;;
15125;1600-1700;;CHN;China Radio Int.;A;EAf;/MLI;0;;
15125;1700-1800;;CHN;China Radio Int.;SWA;EAf;/MLI;0;;
15130;0300-0400;;CHN;China Radio Int.;M;FE;b;0;;
15130;0400-0500;;CHN;China Radio Int.;M;FE;b;0;;
15130;0500-0600;;CHN;China Radio Int.;M;FE;b;0;;
15130;0300-0400;;CHN;CNR1 Jammer/Firedrake;M;FE;;0;;
15130;1900-2000;;J;NHK Radio Japan;J;CAf;/F;0;;
15130;2000-2100;;J;NHK Radio Japan;J;CAf;/F;0;;
15130;1000-1100;;ROU;Radio Romania Int.;F;NAf;t;0;;
15130;1100-1200;;ROU;Radio Romania Int.;E;WEu;t;0;;
15130;1200-1230;;ROU;Radio Romania Int.;RO;ME;t;0;;
15130;1300-1500;;ROU;Radio Romania Int.;RO;SEu;g;0;;
15130;1530-1600;;ROU;Radio Romania Int.;A;NAf;g;0;;
15130;0300-0400;;USA;Voice of America;TB;FE;/THA-u;0;;
15135;0830-0930;;CHN;China Radio Int.;IN;INS;k;0;;
15135;0930-1030;;CHN;China Radio Int.;ML;INS;k;0;;
15135;1030-1130;;CHN;China Radio Int.;IN;INS;k;0;;
15140;0100-0200;;CHN;China Radio Int.;M;SEA;x;0;;
15140;0200-0300;;CHN;China Radio Int.;M;SAm;b;0;;
15140;1800-1830;;CUB;Radio Habana Cuba;A;WNA;b;5;1004;
15140;1830-1900;;CUB;Radio Habana Cuba;CR;WNA;b;5;1004;
15140;1900-2000;;CUB;Radio Habana Cuba;E;WNA;b;5;1004;
15140;2000-2030;;CUB;Radio Habana Cuba;F;WNA;b;5;1004;
15140;0430-0530;;G;BBC;FS;IRN;/UZB;8;;
15140;1615-1715;;IND;All India Radio GOS;R;EEu;k;1;;
15140;0400-0430;;J;NHK Radio Japan;FS;IRN;/UZB;0;;
15140;1400-1500;;OMA;Radio Sultanate Oman;E;Eu;t;1;;[0516]
15140;1400-1500;;OMA;Radio Sultanate Oman;A;Eu;t;6;1607;1607
15140;1500-1600;irr;OMA;Radio Sultanate Oman;E;Eu;t;1;;
15140;1500-2200;;OMA;Radio Sultanate Oman;E;Eu;t;6;2406;2406
15140;1500-2200;;OMA;Radio Sultanate Oman;A;Eu;t;1;;[0516]
15140;2200-0400;irr;OMA;Radio Sultanate Oman;A;Eu;t;1;;[0716]
15140;0800-0830;;USA;Adventist World Radio;F;NAf;/D-n;0;;
15145;0600-0700;;CHN;China Radio Int.;E;ME;ka;0;;
15145;0700-0800;;CHN;China Radio Int.;AM;SEA;x;0;;
15150;0400-0500;;CHN;CNR1 Jammer/Firedrake;M;FE;;0;;
15150;1530-1630;;HOL;Radio Dabanga;SUD;EAf;/MDG;0;;
15150;1430-1500;;HOL;Radio Tamazuj;SUD;EAf;/D-n;0;;
15150;1500-1630;;HOL;Radio Tamazuj;SUD;EAf;/MDG;0;;
15150;1100-1200;;ROU;Radio Romania Int.;E;EAf;g;0;;
15150;1200-1230;;ROU;Radio Romania Int.;A;NAf;g;0;;
15150;1000-1100;;USA;Adventist World Radio;M;FE;/GUM-a;0;;
15150;1300-1330;;USA;Adventist World Radio;KH;SEA;/CLN-t;6;2703;1008
15150;1330-1400;Su;USA;Adventist World Radio;KH;SEA;/CLN-t;0;;
15150;1400-1430;;USA;Adventist World Radio;C-A;SEA;/GUM-a;0;;
15150;1430-1500;;USA;Adventist World Radio;K-W;SEA;/CLN-t;0;;
15150;1630-1700;;USA;Adventist World Radio;FS;IRN;/AUT;0;;
15150;0400-0500;;USA;Voice of America;TB;FE;/KWT;0;;
15155;0500-0600;;CHN;CNR1 Jammer/Firedrake;M;FE;;0;;
15155;1830-1900;;USA;Adventist World Radio;E;EAf;/CLN-t;0;;
15155;2030-2100;;USA;Adventist World Radio;F;WAf;/AUT;0;;
15155;0500-0600;;USA;Voice of America;TB;FE;/KWT;0;;
15160;0100-0200;;CHN;China Radio Int.;M;FE;j;0;;
15160;0200-0300;;CHN;China Radio Int.;M;FE;j;0;;
15160;0300-0400;;CHN;China Radio Int.;M;FE;j;0;;
15160;0400-0500;;CHN;China Radio Int.;CA;FE;j;0;;
15160;0500-0600;;CHN;China Radio Int.;CA;FE;j;0;;
15160;0600-0700;;CHN;China Radio Int.;M;FE;j;0;;
15160;1030-1130;;CHN;China Radio Int.;KH;SEA;n;0;;
15160;1500-1600;;EGY;Radio Cairo;UZ;CAs;a;0;;[0516]
15160;1630-1700;;G;Bible Voice;NU;EAf;/D-n;0;;
15160;1700-1730;;G;Bible Voice;DI;EAf;/D-n;0;;
15160;0900-1000;;KOR;KBS World Radio;K;ME;k;1;;
15160;1230-1300;;ROU;Radio Romania Int.;M;FE;t;0;;
15160;1300-1400;;ROU;Radio Romania Int.;R;CAs;t;0;;
15165;1400-1430;;USA;Adventist World Radio;SI;SAs;/GUM-a;0;;
15170;0300-0600;;ARS;BSKSA Holy Quran;A;ME;;1;;
15170;0200-0300;;ROU;Radio Romania Int.;S;SAm;g;6;0405;3010
15170;2030-2100;;ROU;Radio Romania Int.;E;NAm;t;0;;
15170;2100-2200;;ROU;Radio Romania Int.;S;SAm;t;0;;
15170;1200-1230;Fr-Sa;USA;Adventist World Radio;M;FE;/GUM-a;0;;
15170;1200-1230;Su-Th;USA;Adventist World Radio;AM;FE;/GUM-a;0;;
15170;1230-1300;Su-Th;USA;Adventist World Radio;CA;FE;/GUM-a;0;;
15170;1230-1300;Fr-Sa;USA;Adventist World Radio;M;FE;/GUM-a;0;;
15170;1300-1330;;USA;Adventist World Radio;KC;SEA;/GUM-a;6;0105;3010
15170;1730-1800;;USA;Adventist World Radio;KB;NAf;/D-n;0;;
15170;1800-1900;We-Su;USA;Tamsaasa Raadiyoo OMN;OO;EAf;/BUL-s;6;2703;1104
15175;1515-1600;;IND;All India Radio GOS;GU;EAf;p;1;;
15180;1800-1830;;G;BBC;F;NAf;w;0;;
15180;1150-1220;;IRN;IRIB Voice of I.R.Iran;HB;ME;s;0;;
15180;0330-0430;;KRE;Voice of Korea;S;LAm;u;1;;
15180;0430-0530;;KRE;Voice of Korea;E;LAm;u;1;;
15180;0530-0630;;KRE;Voice of Korea;S;LAm;u;1;;
15180;0630-0730;;KRE;Voice of Korea;F;LAm;u;1;;
15180;1030-1130;;KRE;Voice of Korea;E;LAm;u;5;;
15180;1130-1230;;KRE;Voice of Korea;F;LAm;u;5;;
15180;1230-1330;;KRE;Voice of Korea KCBS;K;LAm;u;5;;
15180;1330-1430;;KRE;Voice of Korea;E;Eu;u;6;1307;1307
15180;1430-1530;;KRE;Voice of Korea;F;Eu;u;6;1307;1307
15180;1530-1630;;KRE;Voice of Korea;E;Eu;u;6;1307;1307
15180;1630-1730;;KRE;Voice of Korea;F;Eu;u;6;1307;1307
15180;1730-1830;;KRE;Voice of Korea KCBS;K;Eu;u;6;1307;1307
15180;1400-1500;;USA;Radio Liberty;UZ;CAs;/D-L;0;;
15180;1600-1630;SaSu;USA;Voice of America;KNK;EAf;/STP;0;;
15180;1630-1700;Mo-Fr;USA;Voice of America;E;EAf;/CVA;0;;
15185;0315-0415;;IND;All India Radio GOS;HI;EAf;p;1;;
15185;0415-0430;;IND;All India Radio GOS;GU;EAf;p;1;;
15185;0430-0530;;IND;All India Radio GOS;HI;EAf;p;1;;
15185;1330-1400;126;USA;Adventist World Radio;ML;INS;/GUM-a;0;;
15185;1330-1400;Th-Fr;USA;Adventist World Radio;HM;SAs;/GUM-a;0;;
15185;1330-1400;We,Su;USA;Adventist World Radio;ASS;SAs;/GUM-a;0;;
15185;2030-2100;SaSu;USA;Voice of America;F;Af;/BOT;0;;
15190.1;0000-2400;;B;Rádio Inconfidência;P;B;c;1;;[0816]
15190;1500-1530;Su;I;IRRS Milano Santec;D,E;SAs;/BUL-s;1;;
15190;1730-1930;;PHL;Radyo Pilipinas;E;ME;t;0;;
15195;1200-1400;27Aug;ALS;Paul Walker Broadc.;E;FE;/ARM;6;0208;2708
15195;0200-0300;;J;NHK Radio Japan;J;FE;y;0;;
15195;0300-0500;;J;NHK Radio Japan;J;FE;y;0;;
15195;1100-1200;;USA;Radio Free Asia;LAO;SEA;/MRA-t;6;2605;3010
15195;0700-0800;;USA;Radio Liberty;R;EEu;/D-L;6;2703;2606
15195;0900-1100;;USA;Radio Liberty;R;EEu;/D-L;6;2703;2506
15195;1300-1500;;USA;Radio Liberty;R;EEu;/D-L;6;2703;2506
15205;1545-1800;;ARS;BSKSA Holy Quran;A;Eu;;1;;
15205;1500-1530;Mo-We;CLA;Radio Adal;A;ERI;/F;6;1105;2305
15205;1500-1530;We,Sa;CLA;Radio Adal;A;ERI;/F;6;2405;3010
15205;1530-1600;Mo-We;CLA;Radio Adal;TIG;ERI;/F;6;1105;2305
15205;1530-1600;We,Sa;CLA;Radio Adal;TIG;ERI;/F;6;2405;3010
15205;1500-1530;Tu;CLA;Radio Al-Mukhtar;A;ERI;/F;6;2405;3010
15205;1530-1600;Tu;CLA;Radio Al-Mukhtar;TIG;ERI;/F;6;2405;3010
15205;1930-2000;;USA;Adventist World Radio;IG;WAf;/F;0;;
15205;1400-1430;Su;USA;PanAmerican Broadcasting;E;SAs;/D-n;0;;
15205;1415-1430;Mo-Sa;USA;PanAmerican Broadcasting;E;SAs;/D-n;0;;
15205;1430-1445;Su;USA;PanAmerican Broadcasting;E;SAs;/BUL-s;0;;
15205;0100-0400;;USA;VoA Deewa Radio;PS;AFG;/THA-u;6;0207;3010
15210;0300-0400;;CHN;China Radio Int.;HI;SAs;ka;0;;
15210;1000-1100;;CHN;China Radio Int.;E;Oc;k;0;;
15210;0400-0430;;IND;All India Radio GOS;FS;ME;p;1;;
15210;0430-0530;;IND;All India Radio GOS;A;ME;p;1;;
15210;0530-0600;Haj;IND;All India Radio GOS;UR;ME;p;1;;
15215;1330-1400;;D;Deutsche Welle;DR;AFG;/CLN-t;0;;
15215;1400-1430;;D;Deutsche Welle;PS;AFG;/CLN-t;0;;
15215;1700-1715;Fr;G;Bible Voice;E;ME;/D-n;0;;
15215;1700-1730;Th,Su;G;Bible Voice;E;ME;/AUT;0;;
15215;1730-1800;Su;G;Bible Voice;A;ME;/AUT;0;;
15215;1730-1900;Sa;G;Bible Voice;E;ME;/AUT;0;;
15215;1800-1900;Su;G;Bible Voice;E;ME;/AUT;0;;
