"195","3C0","Annobon I.","AF","1.30N","5.36E","36","52","A","11-15-45","3C0","",""
"288","EO","Ukraine","EU","50.30N","31.00E","16","29","A","11-15-45","UB,UB5BCD < 12-31-93,RT < 12-31-93,R5 < 12-31-93,RY < 12-31-93,RB < 12-31-93,UT,UY,U5,EK5,EM5,ER5 < 12-31-93,EX5,EY5,EZ5,UR,US,EN5,EO5,RK5 < 12-31-93,UX5,UU > 01-01-94,UX > 01-01-94,EM > 01-01-94,EN > 01-01-94,EO > 01-01-94","",""
"289","4U/UN","United Nations HQ","NA","40.48N","74.00W","5","8","A","11-15-45","4U1U,4U43,4U44,4U45UN,4U46UN,4U47UN,4U48UN,4U49UN,4U50UN","",""
"292","UK","Uzbekistan","AS","40.00N","64.00E","17","30","A","11-15-45","UI,RI,R8I,U8I,EK8I,EM8I,EN8I,EO8I,ER8I < 06-30-93,EX8I,EY8I,EZ8I,RK8I,UK8,UK > 01-01-94,UL > 01-01-94,UM > 02-01-94","",""
"292","UI","Uzbekistan","AS","40.00N","64.00E","17","30","A","11-15-45","UI,RI,R8I,U8I,EK8I,EM8I,EN8I,EO8I,ER8I < 06-30-93,EX8I,EY8I,EZ8I,RK8I,UK8,UK > 01-01-94,UL > 01-01-94,UM > 02-01-94","",""
"292","RI","Uzbekistan","AS","40.00N","64.00E","17","30","A","11-15-45","UI,RI,R8I,U8I,EK8I,EM8I,EN8I,EO8I,ER8I < 06-30-93,EX8I,EY8I,EZ8I,RK8I,UK8,UK > 01-01-94,UL > 01-01-94,UM > 02-01-94","",""
"292","U8I","Uzbekistan","AS","40.00N","64.00E","17","30","A","11-15-45","UI,RI,R8I,U8I,EK8I,EM8I,EN8I,EO8I,ER8I < 06-30-93,EX8I,EY8I,EZ8I,RK8I,UK8,UK > 01-01-94,UL > 01-01-94,UM > 02-01-94","",""
"292","EK8I","Uzbekistan","AS","40.00N","64.00E","17","30","A","11-15-45","UI,RI,R8I,U8I,EK8I,EM8I,EN8I,EO8I,ER8I < 06-30-93,EX8I,EY8I,EZ8I,RK8I,UK8,UK > 01-01-94,UL > 01-01-94,UM > 02-01-94","",""
"292","EM8I","Uzbekistan","AS","40.00N","64.00E","17","30","A","11-15-45","UI,RI,R8I,U8I,EK8I,EM8I,EN8I,EO8I,ER8I < 06-30-93,EX8I,EY8I,EZ8I,RK8I,UK8,UK > 01-01-94,UL > 01-01-94,UM > 02-01-94","",""
"292","EN8I","Uzbekistan","AS","40.00N","64.00E","17","30","A","11-15-45","UI,RI,R8I,U8I,EK8I,EM8I,EN8I,EO8I,ER8I < 06-30-93,EX8I,EY8I,EZ8I,RK8I,UK8,UK > 01-01-94,UL > 01-01-94,UM > 02-01-94","",""
"292","EO8I","Uzbekistan","AS","40.00N","64.00E","17","30","A","11-15-45","UI,RI,R8I,U8I,EK8I,EM8I,EN8I,EO8I,ER8I < 06-30-93,EX8I,EY8I,EZ8I,RK8I,UK8,UK > 01-01-94,UL > 01-01-94,UM > 02-01-94","",""
"292","ER8I,"Uzbekistan","AS","40.00N","64.00E","17","30","A","11-15-45","UI,RI,R8I,U8I,EK8I,EM8I,EN8I,EO8I,ER8I < 06-30-93,EX8I,EY8I,EZ8I,RK8I,UK8,UK > 01-01-94,UL > 01-01-94,UM > 02-01-94","",""
"293","3W","Vietnam","AS","10.48N","106.42E","26","49","A","11-15-45","3W,XV","",""
"293","XV","Vietnam","AS","10.48N","106.42E","26","49","A","11-15-45","3W,XV","",""
"294","GW","Wales","EU","52.30N","3.30W","14","27","A","11-15-45","GW,GC,MW,MC,2W,2T","",""
"294","GC","Wales","EU","52.30N","3.30W","14","27","A","11-15-45","GW,GC,MW,MC,2W,2T","",""
"294","MW","Wales","EU","52.30N","3.30W","14","27","A","11-15-45","GW,GC,MW,MC,2W,2T","",""
"294","2W","Wales","EU","52.30N","3.30W","14","27","A","11-15-45","GW,GC,MW,MC,2W,2T","",""
"294","2T","Wales","EU","52.30N","3.30W","14","27","A","11-15-45","GW,GC,MW,MC,2W,2T","",""
"295","HV","Vatican","EU","41.54N","12.30E","15","28","A","11-15-45","HV","",""
"296","YU","Serbia","EU","45.48N","15.58E","15","28","A","11-15-45","YU,4O,4N,YZ,YT,S5,H5","",""
"296","YZ","Serbia","EU","45.48N","15.58E","15","28","A","11-15-45","YU,4O,4N,YZ,YT,S5,H5","",""
"296","YT","Serbia","EU","45.48N","15.58E","15","28","A","11-15-45","YU,4O,4N,YZ,YT,S5,H5","",""
"296","S5","Serbia","EU","45.48N","15.58E","15","28","A","11-15-45","YU,4O,4N,YZ,YT,S5,H5","",""
"296","H5","Serbia","EU","45.48N","15.58E","15","28","A","11-15-45","YU,4O,4N,YZ,YT,S5,H5","",""
"514","4O","Montenegro","EU","45.48N","15.58E","15","28","A","11-15-45","YU,4O,4N,YZ,YT,S5,H5","",""
"514","4N","Montenegro","EU","45.48N","15.58E","15","28","A","11-15-45","YU,4O,4N,YZ,YT,S5,H5","",""
"297","KH9","Wake I.","OC","19.00N","167.00E","31","65","A","11-15-45","KH9,NH9,AH9,WH9","",""
"297","NH9","Wake I.","OC","19.00N","167.00E","31","65","A","11-15-45","KH9,NH9,AH9,WH9","",""
"297","AH9","Wake I.","OC","19.00N","167.00E","31","65","A","11-15-45","KH9,NH9,AH9,WH9","",""
"297","WH9","Wake I.","OC","19.00N","167.00E","31","65","A","11-15-45","KH9,NH9,AH9,WH9","",""
"298","FW","Wallis & Futuna Is.","OC","14.00S","176.00W","32","62","A","11-15-45","FW","",""
"299","9M2","West Malaysia","AS","3.00N","102.00E","28","54","A","09-16-63","9M2,9M4,9W2,9W4","",""
"299","9M4","West Malaysia","AS","3.00N","102.00E","28","54","A","09-16-63","9M2,9M4,9W2,9W4","",""
"299","9W4","West Malaysia","AS","3.00N","102.00E","28","54","A","09-16-63","9M2,9M4,9W2,9W4","",""
"299","9W2","West Malaysia","AS","3.00N","102.00E","28","54","A","09-16-63","9M2,9M4,9W2,9W4","",""
"301","T30","W. Kiribati (Gilbert Is.)","OC","5.00S","175.00W","31","65","A","11-15-45","T30,T3K","",""
"301","T3K","W. Kiribati (Gilbert Is.)","OC","5.00S","175.00W","31","65","A","11-15-45","T30,T3K","",""
"302","S0","Western Sahara","AF","33.00N","8.00W","33","37","A","11-15-45","S0","",""
"303","VK9W","Willis I.","OC","-16.00S","149.30E","30","60","A","11-15-45","VK9Z,AX9Z,VK9TR,VK9W,VK9GS","",""
"303","VK9TR","Willis I.","OC","-16.00S","149.30E","30","60","A","11-15-45","VK9Z,AX9Z,VK9TR,VK9W,VK9GS","",""
"303","VK9GS","Willis I.","OC","-16.00S","149.30E","30","60","A","11-15-45","VK9Z,AX9Z,VK9TR,VK9W,VK9GS","",""
"303","AX9Z","Willis I.","OC","-16.00S","149.30E","30","60","A","11-15-45","VK9Z,AX9Z,VK9TR,VK9W,VK9GS","",""
"304","A9","Bahrain","AS","26.07N","50.55E","21","39","A","11-15-45","A9","",""
"305","S2","Bangladesh","AS","24.00N","90.30E","22","41","A","11-15-45","S2,S3","",""
"305","S3","Bangladesh","AS","24.00N","90.30E","22","41","A","11-15-45","S2,S3","",""
"306","A5","Bhutan","AS","28.00N","90.00E","22","41","A","11-15-45","A5","",""
"307","VQ1","Zanzibar","AF","7.00S","39.30E","37","53","D","06-01-74","VQ1,5H","",""
"307","5H","Zanzibar","AF","7.00S","39.30E","37","53","D","06-01-74","VQ1,5H","",""
"308","TI","Costa Rica","NA","10.00N","84.00W","7","11","A","11-15-45","TI,TE","",""
"308","TE","Costa Rica","NA","10.00N","84.00W","7","11","A","11-15-45","TI,TE","",""
"309","XZ","Myanmar","AS","16.48N","96.00E","26","49","A","11-15-45","XZ,1Z,XY","",""
"309","1Z","Myanmar","AS","16.48N","96.00E","26","49","A","11-15-45","XZ,1Z,XY","",""
"309","XY","Myanmar","AS","16.48N","96.00E","26","49","A","11-15-45","XZ,1Z,XY","",""
"312","XU","Cambodia","AS","11.30N","105.00E","26","49","A","11-15-45","XU","",""
"315","4S","Sri Lanka","AS","7.00N","79.54E","22","41","A","11-15-45","4S,4P,4Q,4R","",""
"315","4P","Sri Lanka","AS","7.00N","79.54E","22","41","A","11-15-45","4S,4P,4Q,4R","",""
"315","4Q","Sri Lanka","AS","7.00N","79.54E","22","41","A","11-15-45","4S,4P,4Q,4R","",""
"315","4R","Sri Lanka","AS","7.00N","79.54E","22","41","A","11-15-45","4S,4P,4Q,4R","",""
"318","BY","China","AS","29.48N","106.30E","24","33","A","11-15-45","BT,XS,3H,3I,3J,3K,3L,3M,3N,3O,3P,3Q,3R,3S,3T,3U","",""
"318","BG","China","AS","29.48N","106.30E","24","33","A","11-15-45","BT,XS,3H,3I,3J,3K,3L,3M,3N,3O,3P,3Q,3R,3S,3T,3U","",""
"318","BD","China","AS","29.48N","106.30E","24","33","A","11-15-45","BT,XS,3H,3I,3J,3K,3L,3M,3N,3O,3P,3Q,3R,3S,3T,3U","",""
"318","XS","China","AS","29.48N","106.30E","24","33","A","11-15-45","BT,XS,3H,3I,3J,3K,3L,3M,3N,3O,3P,3Q,3R,3S,3T,3U","",""
"318","3H","China","AS","29.48N","106.30E","24","33","A","11-15-45","BT,XS,3H,3I,3J,3K,3L,3M,3N,3O,3P,3Q,3R,3S,3T,3U","",""
"318","3L","China","AS","29.48N","106.30E","24","33","A","11-15-45","BT,XS,3H,3I,3J,3K,3L,3M,3N,3O,3P,3Q,3R,3S,3T,3U","",""
"318","3M","China","AS","29.48N","106.30E","24","33","A","11-15-45","BT,XS,3H,3I,3J,3K,3L,3M,3N,3O,3P,3Q,3R,3S,3T,3U","",""
"318","3N","China","AS","29.48N","106.30E","24","33","A","11-15-45","BT,XS,3H,3I,3J,3K,3L,3M,3N,3O,3P,3Q,3R,3S,3T,3U","",""
"318","3O","China","AS","29.48N","106.30E","24","33","A","11-15-45","BT,XS,3H,3I,3J,3K,3L,3M,3N,3O,3P,3Q,3R,3S,3T,3U","",""
"318","3R","China","AS","29.48N","106.30E","24","33","A","11-15-45","BT,XS,3H,3I,3J,3K,3L,3M,3N,3O,3P,3Q,3R,3S,3T,3U","",""
"318","3S","China","AS","29.48N","106.30E","24","33","A","11-15-45","BT,XS,3H,3I,3J,3K,3L,3M,3N,3O,3P,3Q,3R,3S,3T,3U","",""
"318","3T","China","AS","29.48N","106.30E","24","33","A","11-15-45","BT,XS,3H,3I,3J,3K,3L,3M,3N,3O,3P,3Q,3R,3S,3T,3U","",""
"318","3U","China","AS","29.48N","106.30E","24","33","A","11-15-45","BT,XS,3H,3I,3J,3K,3L,3M,3N,3O,3P,3Q,3R,3S,3T,3U","",""
"324","VU","India","AS","22.36N","88.24E","22","41","A","11-15-45","VU,AT,VT,VW,8T,8U,8V,8W,8X,8Y,AU,AV,AW","",""
"324","AT","India","AS","22.36N","88.24E","22","41","A","11-15-45","VU,AT,VT,VW,8T,8U,8V,8W,8X,8Y,AU,AV,AW","",""
"324","VT","India","AS","22.36N","88.24E","22","41","A","11-15-45","VU,AT,VT,VW,8T,8U,8V,8W,8X,8Y,AU,AV,AW","",""
"324","VW","India","AS","22.36N","88.24E","22","41","A","11-15-45","VU,AT,VT,VW,8T,8U,8V,8W,8X,8Y,AU,AV,AW","",""
"324","AV","India","AS","22.36N","88.24E","22","41","A","11-15-45","VU,AT,VT,VW,8T,8U,8V,8W,8X,8Y,AU,AV,AW","",""
"324","AW","India","AS","22.36N","88.24E","22","41","A","11-15-45","VU,AT,VT,VW,8T,8U,8V,8W,8X,8Y,AU,AV,AW","",""
"324","8T","India","AS","22.36N","88.24E","22","41","A","11-15-45","VU,AT,VT,VW,8T,8U,8V,8W,8X,8Y,AU,AV,AW","",""
"324","8U","India","AS","22.36N","88.24E","22","41","A","11-15-45","VU,AT,VT,VW,8T,8U,8V,8W,8X,8Y,AU,AV,AW","",""
"324","8X","India","AS","22.36N","88.24E","22","41","A","11-15-45","VU,AT,VT,VW,8T,8U,8V,8W,8X,8Y,AU,AV,AW","",""
"324","AU","India","AS","22.36N","88.24E","22","41","A","11-15-45","VU,AT,VT,VW,8T,8U,8V,8W,8X,8Y,AU,AV,AW","",""
"327","YB","Indonesia","OC","6.00S","107.00E","28","51","A","05-01-63","YB,YC,YD,YE,YF,YG,YH,JZ,PK,PL,PM,PN,PO,7A,7B,7C,7D,7E,7F,7G,7H,7I,8A,8B,8C,8D,8E,8F,8G,8H,8I","",""
"327","YC","Indonesia","OC","6.00S","107.00E","28","51","A","05-01-63","YB,YC,YD,YE,YF,YG,YH,JZ,PK,PL,PM,PN,PO,7A,7B,7C,7D,7E,7F,7G,7H,7I,8A,8B,8C,8D,8E,8F,8G,8H,8I","",""
"327","YD","Indonesia","OC","6.00S","107.00E","28","51","A","05-01-63","YB,YC,YD,YE,YF,YG,YH,JZ,PK,PL,PM,PN,PO,7A,7B,7C,7D,7E,7F,7G,7H,7I,8A,8B,8C,8D,8E,8F,8G,8H,8I","",""
"327","YE","Indonesia","OC","6.00S","107.00E","28","51","A","05-01-63","YB,YC,YD,YE,YF,YG,YH,JZ,PK,PL,PM,PN,PO,7A,7B,7C,7D,7E,7F,7G,7H,7I,8A,8B,8C,8D,8E,8F,8G,8H,8I","",""
"327","YF","Indonesia","OC","6.00S","107.00E","28","51","A","05-01-63","YB,YC,YD,YE,YF,YG,YH,JZ,PK,PL,PM,PN,PO,7A,7B,7C,7D,7E,7F,7G,7H,7I,8A,8B,8C,8D,8E,8F,8G,8H,8I","",""
"327","YG","Indonesia","OC","6.00S","107.00E","28","51","A","05-01-63","YB,YC,YD,YE,YF,YG,YH,JZ,PK,PL,PM,PN,PO,7A,7B,7C,7D,7E,7F,7G,7H,7I,8A,8B,8C,8D,8E,8F,8G,8H,8I","",""
"327","YH","Indonesia","OC","6.00S","107.00E","28","51","A","05-01-63","YB,YC,YD,YE,YF,YG,YH,JZ,PK,PL,PM,PN,PO,7A,7B,7C,7D,7E,7F,7G,7H,7I,8A,8B,8C,8D,8E,8F,8G,8H,8I","",""
"327","JZ","Indonesia","OC","6.00S","107.00E","28","51","A","05-01-63","YB,YC,YD,YE,YF,YG,YH,JZ,PK,PL,PM,PN,PO,7A,7B,7C,7D,7E,7F,7G,7H,7I,8A,8B,8C,8D,8E,8F,8G,8H,8I","",""
"327","PK","Indonesia","OC","6.00S","107.00E","28","51","A","05-01-63","YB,YC,YD,YE,YF,YG,YH,JZ,PK,PL,PM,PN,PO,7A,7B,7C,7D,7E,7F,7G,7H,7I,8A,8B,8C,8D,8E,8F,8G,8H,8I","",""
"327","PL","Indonesia","OC","6.00S","107.00E","28","51","A","05-01-63","YB,YC,YD,YE,YF,YG,YH,JZ,PK,PL,PM,PN,PO,7A,7B,7C,7D,7E,7F,7G,7H,7I,8A,8B,8C,8D,8E,8F,8G,8H,8I","",""
"327","PM","Indonesia","OC","6.00S","107.00E","28","51","A","05-01-63","YB,YC,YD,YE,YF,YG,YH,JZ,PK,PL,PM,PN,PO,7A,7B,7C,7D,7E,7F,7G,7H,7I,8A,8B,8C,8D,8E,8F,8G,8H,8I","",""
"327","PN","Indonesia","OC","6.00S","107.00E","28","51","A","05-01-63","YB,YC,YD,YE,YF,YG,YH,JZ,PK,PL,PM,PN,PO,7A,7B,7C,7D,7E,7F,7G,7H,7I,8A,8B,8C,8D,8E,8F,8G,8H,8I","",""
"327","PO","Indonesia","OC","6.00S","107.00E","28","51","A","05-01-63","YB,YC,YD,YE,YF,YG,YH,JZ,PK,PL,PM,PN,PO,7A,7B,7C,7D,7E,7F,7G,7H,7I,8A,8B,8C,8D,8E,8F,8G,8H,8I","",""
"327","7A","Indonesia","OC","6.00S","107.00E","28","51","A","05-01-63","YB,YC,YD,YE,YF,YG,YH,JZ,PK,PL,PM,PN,PO,7A,7B,7C,7D,7E,7F,7G,7H,7I,8A,8B,8C,8D,8E,8F,8G,8H,8I","",""
"327","7B","Indonesia","OC","6.00S","107.00E","28","51","A","05-01-63","YB,YC,YD,YE,YF,YG,YH,JZ,PK,PL,PM,PN,PO,7A,7B,7C,7D,7E,7F,7G,7H,7I,8A,8B,8C,8D,8E,8F,8G,8H,8I","",""
"327","7C","Indonesia","OC","6.00S","107.00E","28","51","A","05-01-63","YB,YC,YD,YE,YF,YG,YH,JZ,PK,PL,PM,PN,PO,7A,7B,7C,7D,7E,7F,7G,7H,7I,8A,8B,8C,8D,8E,8F,8G,8H,8I","",""
"327","7D","Indonesia","OC","6.00S","107.00E","28","51","A","05-01-63","YB,YC,YD,YE,YF,YG,YH,JZ,PK,PL,PM,PN,PO,7A,7B,7C,7D,7E,7F,7G,7H,7I,8A,8B,8C,8D,8E,8F,8G,8H,8I","",""
"327","7E","Indonesia","OC","6.00S","107.00E","28","51","A","05-01-63","YB,YC,YD,YE,YF,YG,YH,JZ,PK,PL,PM,PN,PO,7A,7B,7C,7D,7E,7F,7G,7H,7I,8A,8B,8C,8D,8E,8F,8G,8H,8I","",""
"327","7F","Indonesia","OC","6.00S","107.00E","28","51","A","05-01-63","YB,YC,YD,YE,YF,YG,YH,JZ,PK,PL,PM,PN,PO,7A,7B,7C,7D,7E,7F,7G,7H,7I,8A,8B,8C,8D,8E,8F,8G,8H,8I","",""
"327","7G","Indonesia","OC","6.00S","107.00E","28","51","A","05-01-63","YB,YC,YD,YE,YF,YG,YH,JZ,PK,PL,PM,PN,PO,7A,7B,7C,7D,7E,7F,7G,7H,7I,8A,8B,8C,8D,8E,8F,8G,8H,8I","",""
"327","7H","Indonesia","OC","6.00S","107.00E","28","51","A","05-01-63","YB,YC,YD,YE,YF,YG,YH,JZ,PK,PL,PM,PN,PO,7A,7B,7C,7D,7E,7F,7G,7H,7I,8A,8B,8C,8D,8E,8F,8G,8H,8I","",""
"327","7I","Indonesia","OC","6.00S","107.00E","28","51","A","05-01-63","YB,YC,YD,YE,YF,YG,YH,JZ,PK,PL,PM,PN,PO,7A,7B,7C,7D,7E,7F,7G,7H,7I,8A,8B,8C,8D,8E,8F,8G,8H,8I","",""
"327","8A","Indonesia","OC","6.00S","107.00E","28","51","A","05-01-63","YB,YC,YD,YE,YF,YG,YH,JZ,PK,PL,PM,PN,PO,7A,7B,7C,7D,7E,7F,7G,7H,7I,8A,8B,8C,8D,8E,8F,8G,8H,8I","",""
"327","8B","Indonesia","OC","6.00S","107.00E","28","51","A","05-01-63","YB,YC,YD,YE,YF,YG,YH,JZ,PK,PL,PM,PN,PO,7A,7B,7C,7D,7E,7F,7G,7H,7I,8A,8B,8C,8D,8E,8F,8G,8H,8I","",""
"327","8C","Indonesia","OC","6.00S","107.00E","28","51","A","05-01-63","YB,YC,YD,YE,YF,YG,YH,JZ,PK,PL,PM,PN,PO,7A,7B,7C,7D,7E,7F,7G,7H,7I,8A,8B,8C,8D,8E,8F,8G,8H,8I","",""
"327","8D","Indonesia","OC","6.00S","107.00E","28","51","A","05-01-63","YB,YC,YD,YE,YF,YG,YH,JZ,PK,PL,PM,PN,PO,7A,7B,7C,7D,7E,7F,7G,7H,7I,8A,8B,8C,8D,8E,8F,8G,8H,8I","",""
"327","8E","Indonesia","OC","6.00S","107.00E","28","51","A","05-01-63","YB,YC,YD,YE,YF,YG,YH,JZ,PK,PL,PM,PN,PO,7A,7B,7C,7D,7E,7F,7G,7H,7I,8A,8B,8C,8D,8E,8F,8G,8H,8I","",""
"327","8F","Indonesia","OC","6.00S","107.00E","28","51","A","05-01-63","YB,YC,YD,YE,YF,YG,YH,JZ,PK,PL,PM,PN,PO,7A,7B,7C,7D,7E,7F,7G,7H,7I,8A,8B,8C,8D,8E,8F,8G,8H,8I","",""
"327","8G","Indonesia","OC","6.00S","107.00E","28","51","A","05-01-63","YB,YC,YD,YE,YF,YG,YH,JZ,PK,PL,PM,PN,PO,7A,7B,7C,7D,7E,7F,7G,7H,7I,8A,8B,8C,8D,8E,8F,8G,8H,8I","",""
"327","8H","Indonesia","OC","6.00S","107.00E","28","51","A","05-01-63","YB,YC,YD,YE,YF,YG,YH,JZ,PK,PL,PM,PN,PO,7A,7B,7C,7D,7E,7F,7G,7H,7I,8A,8B,8C,8D,8E,8F,8G,8H,8I","",""
"327","8I","Indonesia","OC","6.00S","107.00E","28","51","A","05-01-63","YB,YC,YD,YE,YF,YG,YH,JZ,PK,PL,PM,PN,PO,7A,7B,7C,7D,7E,7F,7G,7H,7I,8A,8B,8C,8D,8E,8F,8G,8H,8I","",""
"330","EP","Iran","AS","34.91N","53.55E","21","40","A","11-15-45","EP,EQ,HN,9B,9C,9D","",""
"330","EQ","Iran","AS","34.91N","53.55E","21","40","A","11-15-45","EP,EQ,HN,9B,9C,9D","",""
"330","HN","Iran","AS","34.91N","53.55E","21","40","A","11-15-45","EP,EQ,HN,9B,9C,9D","",""
"330","9B","Iran","AS","34.91N","53.55E","21","40","A","11-15-45","EP,EQ,HN,9B,9C,9D","",""
"330","9C","Iran","AS","34.91N","53.55E","21","40","A","11-15-45","EP,EQ,HN,9B,9C,9D","",""
"330","9D","Iran","AS","34.91N","53.55E","21","40","A","11-15-45","EP,EQ,HN,9B,9C,9D","",""
"333","YI","Iraq","AS","33.05N","44.7E","21","39","A","11-15-45","YI,HN","",""
"333","HN","Iraq","AS","33.05N","44.7E","21","39","A","11-15-45","YI,HN","",""
"336","4X","Israel","AS","31.74N","35.05E","20","39","A","11-15-45","4X,4Z","",""
"336","4Z","Israel","AS","31.74N","35.05E","20","39","A","11-15-45","4X,4Z","",""
"339","8J","Japan","AS","35.42N","139.48E","25","45","A","11-15-45","J,7J,8J,KA2EX,7L,7N,7K,7M,8K,8L,8M,8N","",""
"339","7J","Japan","AS","35.42N","139.48E","25","45","A","11-15-45","J,7J,8J,KA2EX,7L,7N,7K,7M,8K,8L,8M,8N","",""
"339","7N","Japan","AS","35.42N","139.48E","25","45","A","11-15-45","J,7J,8J,KA2EX,7L,7N,7K,7M,8K,8L,8M,8N","",""
"339","7K","Japan","AS","35.42N","139.48E","25","45","A","11-15-45","J,7J,8J,KA2EX,7L,7N,7K,7M,8K,8L,8M,8N","",""
"339","7M","Japan","AS","35.42N","139.48E","25","45","A","11-15-45","J,7J,8J,KA2EX,7L,7N,7K,7M,8K,8L,8M,8N","",""
"339","8K","Japan","AS","35.42N","139.48E","25","45","A","11-15-45","J,7J,8J,KA2EX,7L,7N,7K,7M,8K,8L,8M,8N","",""
"339","8L","Japan","AS","35.42N","139.48E","25","45","A","11-15-45","J,7J,8J,KA2EX,7L,7N,7K,7M,8K,8L,8M,8N","",""
"339","8N","Japan","AS","35.42N","139.48E","25","45","A","11-15-45","J,7J,8J,KA2EX,7L,7N,7K,7M,8K,8L,8M,8N","",""
"339","KA2EX","Japan","AS","35.42N","139.48E","25","45","A","11-15-45","J,7J,8J,KA2EX,7L,7N,7K,7M,8K,8L,8M,8N","",""
"342","JY","Jordan","AS","31.07N","36.23E","20","39","A","11-15-45","JY","",""
"345","V8","Brunei Darussalam","OC","5.00N","115.00E","28","54","A","11-15-45","V8,VS5","",""
"345","VS5","Brunei Darussalam","OC","5.00N","115.00E","28","54","A","11-15-45","V8,VS5","",""
"348","9K","Kuwait","AS","29.30N","45.45E","21","39","A","11-15-45","9K","",""
"354","OD","Lebanon","AS","33.78N","35.71E","20","39","A","11-15-45","OD","",""
"363","JT","Mongolia","AS","48.00N","107.00E","23","32","A","11-15-45","JT,JU,JV","",""
"363","JU","Mongolia","AS","48.00N","107.00E","23","32","A","11-15-45","JT,JU,JV","",""
"363","JV","Mongolia","AS","48.00N","107.00E","23","32","A","11-15-45","JT,JU,JV","",""
"369","9N","Nepal","AS","27.30N","85.00E","22","42","A","11-15-45","9N","",""
"370","A4","Oman","AS","19.85N","56.47E","21","39","A","11-15-45","A4","",""
"372","AP","Pakistan","AS","25.00N","67.00E","21","41","A","11-15-45","AP,AQ,AR,AS,6P,6Q,6R,6S","",""
"372","AQ","Pakistan","AS","25.00N","67.00E","21","41","A","11-15-45","AP,AQ,AR,AS,6P,6Q,6R,6S","",""
"372","AR","Pakistan","AS","25.00N","67.00E","21","41","A","11-15-45","AP,AQ,AR,AS,6P,6Q,6R,6S","",""
"372","AS","Pakistan","AS","25.00N","67.00E","21","41","A","11-15-45","AP,AQ,AR,AS,6P,6Q,6R,6S","",""
"372","6P","Pakistan","AS","25.00N","67.00E","21","41","A","11-15-45","AP,AQ,AR,AS,6P,6Q,6R,6S","",""
"372","6Q","Pakistan","AS","25.00N","67.00E","21","41","A","11-15-45","AP,AQ,AR,AS,6P,6Q,6R,6S","",""
"372","6R","Pakistan","AS","25.00N","67.00E","21","41","A","11-15-45","AP,AQ,AR,AS,6P,6Q,6R,6S","",""
"372","6S","Pakistan","AS","25.00N","67.00E","21","41","A","11-15-45","AP,AQ,AR,AS,6P,6Q,6R,6S","",""
"375","DU","Philippines","OC","14.36N","121.00E","27","50","A","11-15-45","DU,DV,4I,4D,DX,4F,4G,DW,DY,DZ,4E,4H","",""
"375","DV","Philippines","OC","14.36N","121.00E","27","50","A","11-15-45","DU,DV,4I,4D,DX,4F,4G,DW,DY,DZ,4E,4H","",""
"375","4I","Philippines","OC","14.36N","121.00E","27","50","A","11-15-45","DU,DV,4I,4D,DX,4F,4G,DW,DY,DZ,4E,4H","",""
"375","4D","Philippines","OC","14.36N","121.00E","27","50","A","11-15-45","DU,DV,4I,4D,DX,4F,4G,DW,DY,DZ,4E,4H","",""
"375","DX","Philippines","OC","14.36N","121.00E","27","50","A","11-15-45","DU,DV,4I,4D,DX,4F,4G,DW,DY,DZ,4E,4H","",""
"375","4F","Philippines","OC","14.36N","121.00E","27","50","A","11-15-45","DU,DV,4I,4D,DX,4F,4G,DW,DY,DZ,4E,4H","",""
"375","4G","Philippines","OC","14.36N","121.00E","27","50","A","11-15-45","DU,DV,4I,4D,DX,4F,4G,DW,DY,DZ,4E,4H","",""
"375","DW","Philippines","OC","14.36N","121.00E","27","50","A","11-15-45","DU,DV,4I,4D,DX,4F,4G,DW,DY,DZ,4E,4H","",""
"375","DY","Philippines","OC","14.36N","121.00E","27","50","A","11-15-45","DU,DV,4I,4D,DX,4F,4G,DW,DY,DZ,4E,4H","",""
"375","DZ","Philippines","OC","14.36N","121.00E","27","50","A","11-15-45","DU,DV,4I,4D,DX,4F,4G,DW,DY,DZ,4E,4H","",""
"375","4E","Philippines","OC","14.36N","121.00E","27","50","A","11-15-45","DU,DV,4I,4D,DX,4F,4G,DW,DY,DZ,4E,4H","",""
"375","4H","Philippines","OC","14.36N","121.00E","27","50","A","11-15-45","DU,DV,4I,4D,DX,4F,4G,DW,DY,DZ,4E,4H","",""
"376","A7","Qatar","AS","25.17N","51.16E","21","39","A","11-15-45","A7","",""
"378","HZ","Saudi Arabia","AS","22.53N","43.54E","21","39","A","11-15-45","HZ,7Z,8Z","",""
"378","7Z","Saudi Arabia","AS","22.53N","43.54E","21","39","A","11-15-45","HZ,7Z,8Z","",""
"378","8Z","Saudi Arabia","AS","22.53N","43.54E","21","39","A","11-15-45","HZ,7Z,8Z","",""
"379","S7","Seychelles","AF","4.00S","56.00E","39","53","A","11-15-45","S7","",""
"381","9V","Singapore","AS","1.22N","103.48E","28","54","A","11-15-45","9V,S6","",""
"381","S6","Singapore","AS","1.22N","103.48E","28","54","A","11-15-45","9V,S6","",""
"382","J2","Djibouti","AF","12.00N","43.00E","37","48","A","11-15-45","J2","",""
"384","YK","Syria","AS","34.94N","38.30E","20","39","A","11-15-45","YK,6C","",""
"384","6C","Syria","AS","34.94N","38.30E","20","39","A","11-15-45","YK,6C","",""
"386","BV","Taiwan","AS","23.30N","121.00E","24","44","A","11-15-45","BV","",""
"387","HS","Thailand","AS","13.48N","100.30E","26","49","A","11-15-45","HS,E2","",""
